Star_name	Mass	Metallicity	Logg	Spectral_type	Distance	Temperature	Radius	vsini	spectral_index_01	spectral_index_02	spectral_index_03	spectral_index_04	spectral_index_05	spectral_index_06	
star_787	0.276           	0.000           	4.500           	0.028           	50.863          	3827.880        	0.276           	77.000          	6.200           	13.951          	-9.882          	1.242           	20.151          	472.200
star_788	0.275           	0.000           	4.000           	0.028           	27.708          	3825.120        	0.275           	77.000          	5.062           	11.391          	-6.250          	1.100           	16.453          	472.800
star_789	0.274           	0.000           	4.000           	0.027           	91.833          	3822.360        	0.274           	77.000          	5.062           	11.391          	-6.250          	1.096           	16.453          	473.400
star_790	0.273           	0.000           	5.000           	0.027           	29.046          	3819.600        	0.273           	77.000          	7.594           	17.086          	-15.625         	1.366           	24.680          	474.000
star_791	0.272           	1.000           	4.500           	0.027           	18.018          	3816.840        	0.272           	77.000          	6.473           	17.570          	-9.610          	14.503          	24.043          	474.600
star_792	0.271           	1.000           	4.500           	0.027           	50.329          	3814.080        	0.271           	77.000          	6.472           	17.582          	-9.611          	14.559          	24.054          	475.200
star_793	0.270           	1.000           	4.500           	0.027           	3.730           	3811.320        	0.270           	77.000          	6.471           	17.594          	-9.612          	14.615          	24.065          	475.800
star_794	0.270           	0.000           	4.000           	0.027           	15.699          	3808.560        	0.270           	77.000          	5.062           	11.391          	-6.250          	1.078           	16.453          	476.400
star_795	0.269           	0.000           	4.500           	0.027           	32.552          	3805.800        	0.269           	77.000          	6.200           	13.951          	-9.882          	1.209           	20.151          	477.000
star_796	0.268           	0.000           	5.000           	0.027           	99.928          	3803.040        	0.268           	77.000          	7.594           	17.086          	-15.625         	1.338           	24.680          	477.600
star_797	0.267           	0.000           	5.000           	0.027           	83.693          	3800.280        	0.267           	77.000          	7.594           	17.086          	-15.625         	1.334           	24.680          	478.200
star_798	0.266           	0.500           	4.500           	0.027           	10.818          	3797.520        	0.266           	77.000          	6.333           	15.804          	-9.749          	15.902          	22.137          	478.800
star_799	0.265           	0.500           	4.000           	0.026           	51.036          	3794.760        	0.265           	77.000          	5.195           	13.250          	-6.118          	14.076          	18.445          	479.400
star_800	0.264           	0.500           	4.500           	0.026           	33.923          	3792.000        	0.264           	77.000          	6.332           	15.816          	-9.750          	16.020          	22.149          	480.000
star_801	0.263           	0.000           	4.000           	0.026           	80.179          	3789.240        	0.263           	77.000          	5.062           	11.391          	-6.250          	1.052           	16.453          	480.600
star_802	0.262           	0.000           	4.500           	0.026           	97.602          	3786.480        	0.262           	77.000          	6.200           	13.951          	-9.882          	1.180           	20.151          	481.200
star_803	0.261           	0.500           	4.500           	0.026           	98.521          	3783.720        	0.261           	77.000          	6.331           	15.836          	-9.751          	16.199          	22.167          	481.800
star_804	0.260           	1.000           	4.000           	0.026           	56.811          	3780.960        	0.260           	77.000          	5.323           	15.174          	-5.990          	13.342          	20.497          	482.400
star_805	0.259           	1.000           	4.000           	0.026           	49.168          	3778.200        	0.259           	77.000          	5.322           	15.187          	-5.991          	13.396          	20.509          	483.000
star_806	0.258           	0.500           	4.500           	0.026           	46.321          	3775.440        	0.258           	77.000          	6.330           	15.856          	-9.753          	16.383          	22.185          	483.600
star_807	0.258           	0.500           	5.000           	0.026           	53.719          	3772.680        	0.258           	77.000          	7.723           	18.998          	-15.496         	18.383          	26.720          	484.200
star_808	0.257           	0.500           	5.000           	0.026           	16.806          	3769.920        	0.257           	77.000          	7.722           	19.004          	-15.497         	18.452          	26.726          	484.800
star_809	0.256           	0.500           	4.500           	0.026           	32.129          	3767.160        	0.256           	77.000          	6.328           	15.876          	-9.754          	16.570          	22.204          	485.400
star_810	0.255           	0.000           	4.000           	0.025           	91.930          	3764.400        	0.255           	77.000          	5.062           	11.391          	-6.250          	1.019           	16.453          	486.000
star_811	0.254           	0.500           	4.500           	0.025           	33.947          	3761.640        	0.254           	77.000          	6.327           	15.889          	-9.755          	16.697          	22.217          	486.600
star_812	0.253           	0.500           	4.000           	0.025           	60.654          	3758.880        	0.253           	77.000          	5.189           	13.336          	-6.124          	14.788          	18.525          	487.200
star_813	0.252           	1.000           	4.500           	0.025           	80.712          	3756.120        	0.252           	77.000          	6.452           	17.856          	-9.630          	15.826          	24.309          	487.800
star_814	0.251           	0.500           	4.000           	0.025           	43.538          	3753.360        	0.251           	77.000          	5.188           	13.350          	-6.124          	14.903          	18.539          	488.400
star_815	0.250           	0.500           	4.000           	0.025           	70.699          	3750.600        	0.250           	77.000          	5.188           	13.358          	-6.125          	14.962          	18.545          	489.000
star_816	0.249           	1.000           	4.000           	0.025           	19.139          	3747.840        	0.249           	77.000          	5.312           	15.339          	-6.001          	14.021          	20.651          	489.600
star_817	0.248           	1.000           	4.000           	0.025           	86.995          	3745.080        	0.248           	77.000          	5.311           	15.353          	-6.002          	14.080          	20.664          	490.200
star_818	0.247           	1.000           	4.000           	0.025           	79.234          	3742.320        	0.247           	77.000          	5.310           	15.368          	-6.003          	14.139          	20.678          	490.800
star_819	0.247           	0.500           	4.500           	0.025           	40.587          	3739.560        	0.247           	77.000          	6.324           	15.946          	-9.759          	17.225          	22.270          	491.400
star_820	0.246           	0.000           	5.000           	0.025           	73.451          	3736.800        	0.246           	77.000          	7.594           	17.086          	-15.625         	1.228           	24.680          	492.000
star_821	0.245           	0.500           	4.000           	0.024           	28.816          	3734.040        	0.245           	77.000          	5.185           	13.401          	-6.128          	15.321          	18.586          	492.600
star_822	0.244           	0.000           	5.000           	0.024           	83.080          	3731.280        	0.244           	77.000          	7.594           	17.086          	-15.625         	1.219           	24.680          	493.200
star_823	0.243           	0.500           	4.000           	0.024           	30.288          	3728.520        	0.243           	77.000          	5.184           	13.416          	-6.129          	15.445          	18.600          	493.800
star_824	0.242           	1.000           	4.500           	0.024           	94.003          	3725.760        	0.242           	77.000          	6.442           	18.017          	-9.640          	16.570          	24.459          	494.400
star_825	0.241           	0.500           	5.000           	0.024           	38.498          	3723.000        	0.241           	77.000          	7.714           	19.127          	-15.505         	19.713          	26.841          	495.000
star_826	0.240           	0.500           	5.000           	0.024           	98.638          	3720.240        	0.240           	77.000          	7.714           	19.134          	-15.505         	19.792          	26.848          	495.600
star_827	0.239           	1.000           	4.000           	0.024           	73.460          	3717.480        	0.239           	77.000          	5.302           	15.503          	-6.011          	14.697          	20.805          	496.200
star_828	0.238           	0.000           	4.500           	0.024           	3.865           	3714.720        	0.238           	77.000          	6.200           	13.951          	-9.882          	1.072           	20.151          	496.800
star_829	0.237           	0.500           	4.500           	0.024           	49.653          	3711.960        	0.237           	77.000          	6.319           	16.023          	-9.763          	17.930          	22.341          	497.400
star_830	0.236           	0.000           	4.000           	0.024           	92.215          	3709.200        	0.236           	77.000          	5.062           	11.391          	-6.250          	0.946           	16.453          	498.000
star_831	0.235           	0.500           	5.000           	0.024           	69.299          	3706.440        	0.235           	77.000          	7.711           	19.174          	-15.507         	20.197          	26.885          	498.600
star_832	0.235           	1.000           	4.500           	0.023           	51.889          	3703.680        	0.235           	77.000          	6.435           	18.142          	-9.648          	17.152          	24.577          	499.200
star_833	0.234           	0.500           	4.500           	0.023           	77.430          	3700.920        	0.234           	77.000          	6.317           	16.055          	-9.765          	18.227          	22.372          	499.800
star_834	0.233           	1.000           	4.500           	0.023           	20.172          	3698.160        	0.233           	77.000          	6.433           	18.175          	-9.649          	17.303          	24.608          	500.400
star_835	0.232           	0.500           	4.500           	0.023           	47.746          	3695.400        	0.232           	77.000          	6.316           	16.071          	-9.766          	18.380          	22.387          	501.000
star_836	0.231           	0.000           	5.000           	0.023           	45.004          	3692.640        	0.231           	77.000          	7.594           	17.086          	-15.625         	1.154           	24.680          	501.600
star_837	0.230           	1.000           	4.000           	0.023           	49.062          	3689.880        	0.230           	77.000          	5.292           	15.665          	-6.020          	15.364          	20.957          	502.200
star_838	0.229           	0.500           	4.500           	0.023           	65.044          	3687.120        	0.229           	77.000          	6.315           	16.096          	-9.768          	18.613          	22.411          	502.800
star_839	0.228           	0.000           	4.000           	0.023           	73.594          	3684.360        	0.228           	77.000          	5.062           	11.391          	-6.250          	0.912           	16.453          	503.400
star_840	0.227           	1.000           	4.500           	0.023           	5.125           	3681.600        	0.227           	77.000          	6.427           	18.276          	-9.655          	17.772          	24.703          	504.000
star_841	0.226           	0.000           	5.000           	0.023           	0.886           	3678.840        	0.226           	77.000          	7.594           	17.086          	-15.625         	1.131           	24.680          	504.600
star_842	0.225           	0.500           	4.000           	0.023           	41.969          	3676.080        	0.225           	77.000          	5.175           	13.571          	-6.137          	16.718          	18.746          	505.200
star_843	0.224           	0.500           	4.500           	0.022           	50.322          	3673.320        	0.224           	77.000          	6.312           	16.139          	-9.770          	19.014          	22.452          	505.800
star_844	0.224           	0.500           	5.000           	0.022           	33.208          	3670.560        	0.224           	77.000          	7.706           	19.284          	-15.513         	21.329          	26.989          	506.400
star_845	0.223           	0.500           	4.500           	0.022           	6.676           	3667.800        	0.223           	77.000          	6.312           	16.157          	-9.771          	19.179          	22.469          	507.000
star_846	0.222           	1.000           	5.000           	0.022           	63.552          	3665.040        	0.222           	77.000          	7.815           	21.517          	-15.403         	20.514          	29.332          	507.600
star_847	0.221           	0.500           	4.500           	0.022           	70.968          	3662.280        	0.221           	77.000          	6.311           	16.175          	-9.772          	19.347          	22.486          	508.200
star_848	0.220           	0.500           	4.500           	0.022           	68.719          	3659.520        	0.220           	77.000          	6.310           	16.184          	-9.772          	19.432          	22.495          	508.800
star_849	0.219           	0.000           	4.500           	0.022           	49.132          	3656.760        	0.219           	77.000          	6.200           	13.951          	-9.882          	0.985           	20.151          	509.400
star_850	0.218           	0.000           	4.000           	0.022           	12.301          	3654.000        	0.218           	77.000          	5.062           	11.391          	-6.250          	0.872           	16.453          	510.000
star_851	0.217           	0.000           	4.500           	0.022           	18.374          	3651.240        	0.217           	77.000          	6.200           	13.951          	-9.882          	0.977           	20.151          	510.600
star_852	0.216           	1.000           	4.000           	0.022           	50.863          	3648.480        	0.216           	77.000          	5.279           	15.933          	-6.034          	16.471          	21.211          	511.200
star_853	0.215           	0.500           	4.000           	0.022           	71.782          	3645.720        	0.215           	77.000          	5.170           	13.671          	-6.142          	17.549          	18.841          	511.800
star_854	0.214           	1.000           	5.000           	0.021           	94.588          	3642.960        	0.214           	77.000          	7.808           	21.666          	-15.411         	21.286          	29.474          	512.400
star_855	0.213           	0.500           	4.500           	0.021           	36.689          	3640.200        	0.213           	77.000          	6.307           	16.251          	-9.775          	20.048          	22.557          	513.000
star_856	0.212           	0.500           	5.000           	0.021           	0.189           	3637.440        	0.212           	77.000          	7.700           	19.396          	-15.519         	22.487          	27.096          	513.600
star_857	0.212           	0.000           	4.500           	0.021           	10.087          	3634.680        	0.212           	77.000          	6.200           	13.951          	-9.882          	0.952           	20.151          	514.200
star_858	0.211           	1.000           	4.500           	0.021           	92.089          	3631.920        	0.211           	77.000          	6.411           	18.610          	-9.671          	19.323          	25.020          	514.800
star_859	0.210           	0.500           	5.000           	0.021           	18.085          	3629.160        	0.210           	77.000          	7.699           	19.425          	-15.520         	22.796          	27.124          	515.400
star_860	0.209           	0.000           	4.000           	0.021           	97.056          	3626.400        	0.209           	77.000          	5.062           	11.391          	-6.250          	0.835           	16.453          	516.000
star_861	0.208           	1.000           	5.000           	0.021           	72.349          	3623.640        	0.208           	77.000          	7.802           	21.806          	-15.417         	22.006          	29.607          	516.600
star_862	0.207           	1.000           	5.000           	0.021           	54.783          	3620.880        	0.207           	77.000          	7.801           	21.826          	-15.418         	22.113          	29.627          	517.200
star_863	0.206           	1.000           	4.500           	0.021           	19.860          	3618.120        	0.206           	77.000          	6.406           	18.712          	-9.676          	19.798          	25.118          	517.800
star_864	0.205           	1.000           	4.500           	0.021           	25.860          	3615.360        	0.205           	77.000          	6.405           	18.733          	-9.677          	19.896          	25.138          	518.400
star_865	0.204           	0.000           	5.000           	0.020           	66.914          	3612.600        	0.204           	77.000          	7.594           	17.086          	-15.625         	1.021           	24.680          	519.000
star_866	0.203           	0.000           	5.000           	0.020           	34.604          	3609.840        	0.203           	77.000          	7.594           	17.086          	-15.625         	1.016           	24.680          	519.600
star_867	0.202           	0.500           	5.000           	0.020           	4.157           	3607.080        	0.202           	77.000          	7.695           	19.509          	-15.524         	23.660          	27.204          	520.200
star_868	0.201           	0.000           	4.500           	0.020           	55.061          	3604.320        	0.201           	77.000          	6.200           	13.951          	-9.882          	0.906           	20.151          	520.800
star_869	0.201           	0.500           	4.000           	0.020           	91.965          	3601.560        	0.201           	77.000          	5.163           	13.835          	-6.150          	18.908          	18.998          	521.400
star_870	0.200           	1.000           	5.000           	0.020           	52.654          	3598.800        	0.200           	77.000          	7.793           	21.998          	-15.425         	23.000          	29.791          	522.000
star_871	0.199           	1.000           	4.000           	0.020           	1.683           	3596.040        	0.199           	77.000          	5.261           	16.325          	-6.051          	18.092          	21.586          	522.600
star_872	0.198           	0.000           	4.500           	0.020           	30.136          	3593.280        	0.198           	77.000          	6.200           	13.951          	-9.882          	0.890           	20.151          	523.200
star_873	0.197           	1.000           	5.000           	0.020           	89.251          	3590.520        	0.197           	77.000          	7.791           	22.065          	-15.428         	23.350          	29.856          	523.800
star_874	0.196           	0.000           	4.500           	0.020           	63.999          	3587.760        	0.196           	77.000          	6.200           	13.951          	-9.882          	0.882           	20.151          	524.400
star_875	0.195           	1.000           	5.000           	0.019           	57.854          	3585.000        	0.195           	77.000          	7.789           	22.111          	-15.430         	23.589          	29.900          	525.000
star_876	0.194           	0.000           	5.000           	0.019           	18.030          	3582.240        	0.194           	77.000          	7.594           	17.086          	-15.625         	0.970           	24.680          	525.600
star_877	0.193           	0.000           	4.500           	0.019           	60.342          	3579.480        	0.193           	77.000          	6.200           	13.951          	-9.882          	0.869           	20.151          	526.200
star_878	0.192           	0.500           	4.000           	0.019           	35.003          	3576.720        	0.192           	77.000          	5.159           	13.939          	-6.154          	19.764          	19.097          	526.800
star_879	0.191           	0.500           	5.000           	0.019           	71.998          	3573.960        	0.191           	77.000          	7.689           	19.646          	-15.529         	25.080          	27.335          	527.400
star_880	0.190           	0.500           	4.000           	0.019           	93.741          	3571.200        	0.190           	77.000          	5.158           	13.963          	-6.155          	19.964          	19.120          	528.000
star_881	0.189           	0.000           	4.500           	0.019           	89.684          	3568.440        	0.189           	77.000          	6.200           	13.951          	-9.882          	0.853           	20.151          	528.600
star_882	0.189           	0.000           	5.000           	0.019           	45.517          	3565.680        	0.189           	77.000          	7.594           	17.086          	-15.625         	0.943           	24.680          	529.200
star_883	0.188           	0.500           	5.000           	0.019           	65.106          	3562.920        	0.188           	77.000          	7.688           	19.695          	-15.531         	25.590          	27.383          	529.800
star_884	0.187           	0.500           	5.000           	0.019           	47.840          	3560.160        	0.187           	77.000          	7.687           	19.708          	-15.532         	25.721          	27.395          	530.400
star_885	0.186           	0.500           	4.500           	0.019           	85.391          	3557.400        	0.186           	77.000          	6.293           	16.585          	-9.789          	23.168          	22.878          	531.000
star_886	0.185           	0.500           	4.500           	0.018           	53.498          	3554.640        	0.185           	77.000          	6.293           	16.598          	-9.790          	23.288          	22.891          	531.600
star_887	0.184           	0.000           	4.500           	0.018           	83.137          	3551.880        	0.184           	77.000          	6.200           	13.951          	-9.882          	0.828           	20.151          	532.200
star_888	0.183           	0.000           	4.500           	0.018           	94.432          	3549.120        	0.183           	77.000          	6.200           	13.951          	-9.882          	0.824           	20.151          	532.800
star_889	0.182           	0.500           	5.000           	0.018           	31.280          	3546.360        	0.182           	77.000          	7.685           	19.772          	-15.534         	26.394          	27.457          	533.400
star_890	0.181           	0.000           	4.500           	0.018           	75.416          	3543.600        	0.181           	77.000          	6.200           	13.951          	-9.882          	0.815           	20.151          	534.000
star_891	0.180           	1.000           	4.500           	0.018           	58.316          	3540.840        	0.180           	77.000          	6.381           	19.377          	-9.702          	22.906          	25.758          	534.600
star_892	0.179           	0.500           	4.500           	0.018           	89.998          	3538.080        	0.179           	77.000          	6.290           	16.677          	-9.792          	24.033          	22.967          	535.200
star_893	0.178           	1.000           	5.000           	0.018           	13.317          	3535.320        	0.178           	77.000          	7.772           	22.567          	-15.447         	25.958          	30.339          	535.800
star_894	0.178           	0.000           	5.000           	0.018           	32.300          	3532.560        	0.178           	77.000          	7.594           	17.086          	-15.625         	0.888           	24.680          	536.400
star_895	0.177           	0.000           	4.000           	0.018           	17.114          	3529.800        	0.177           	77.000          	5.062           	11.391          	-6.250          	0.706           	16.453          	537.000
star_896	0.176           	0.000           	4.000           	0.018           	19.631          	3527.040        	0.176           	77.000          	5.062           	11.391          	-6.250          	0.703           	16.453          	537.600
star_897	0.175           	0.000           	4.500           	0.017           	97.423          	3524.280        	0.175           	77.000          	6.200           	13.951          	-9.882          	0.786           	20.151          	538.200
star_898	0.174           	0.500           	4.000           	0.017           	44.491          	3521.520        	0.174           	77.000          	5.149           	14.202          	-6.163          	21.957          	19.352          	538.800
star_899	0.173           	1.000           	4.500           	0.017           	87.574          	3518.760        	0.173           	77.000          	6.373           	19.603          	-9.709          	23.964          	25.976          	539.400
star_900	0.172           	0.500           	4.000           	0.017           	41.970          	3516.000        	0.172           	77.000          	5.149           	14.232          	-6.164          	22.202          	19.380          	540.000
star_901	0.171           	1.000           	4.500           	0.017           	87.397          	3513.240        	0.171           	77.000          	6.371           	19.662          	-9.711          	24.242          	26.034          	540.600
star_902	0.170           	1.000           	4.500           	0.017           	57.521          	3510.480        	0.170           	77.000          	6.370           	19.692          	-9.712          	24.384          	26.063          	541.200
star_903	0.169           	0.500           	5.000           	0.017           	14.140          	3507.720        	0.169           	77.000          	7.678           	19.972          	-15.540         	28.474          	27.650          	541.800
star_904	0.168           	0.000           	5.000           	0.017           	92.859          	3504.960        	0.168           	77.000          	7.594           	17.086          	-15.625         	0.842           	24.680          	542.400
star_905	0.167           	1.000           	4.000           	0.017           	16.549          	3502.200        	0.167           	77.000          	5.230           	17.225          	-6.083          	21.838          	22.455          	543.000
star_906	0.166           	1.000           	5.000           	0.017           	52.364          	3499.440        	0.166           	77.000          	7.760           	22.952          	-15.459         	27.962          	30.712          	543.600
star_907	0.166           	0.500           	5.000           	0.017           	28.592          	3496.680        	0.166           	77.000          	7.677           	20.035          	-15.542         	29.128          	27.711          	544.200
star_908	0.165           	1.000           	5.000           	0.016           	74.281          	3493.920        	0.165           	77.000          	7.758           	23.016          	-15.460         	28.296          	30.774          	544.800
star_909	0.164           	1.000           	5.000           	0.016           	2.647           	3491.160        	0.164           	77.000          	7.757           	23.048          	-15.461         	28.466          	30.806          	545.400
star_910	0.163           	0.500           	4.000           	0.016           	84.847          	3488.400        	0.163           	77.000          	5.144           	14.388          	-6.169          	23.510          	19.532          	546.000
star_911	0.162           	0.000           	5.000           	0.016           	28.965          	3485.640        	0.162           	77.000          	7.594           	17.086          	-15.625         	0.809           	24.680          	546.600
star_912	0.161           	1.000           	4.000           	0.016           	67.507          	3482.880        	0.161           	77.000          	5.223           	17.453          	-6.089          	22.789          	22.676          	547.200
star_913	0.160           	0.500           	4.500           	0.016           	90.353          	3480.120        	0.160           	77.000          	6.280           	16.999          	-9.802          	27.048          	23.279          	547.800
star_914	0.159           	0.000           	4.500           	0.016           	21.177          	3477.360        	0.159           	77.000          	6.200           	13.951          	-9.882          	0.716           	20.151          	548.400
star_915	0.158           	1.000           	5.000           	0.016           	19.757          	3474.600        	0.158           	77.000          	7.752           	23.251          	-15.467         	29.526          	31.003          	549.000
star_916	0.157           	0.000           	4.500           	0.016           	16.956          	3471.840        	0.157           	77.000          	6.200           	13.951          	-9.882          	0.708           	20.151          	549.600
star_917	0.156           	0.000           	4.500           	0.016           	89.367          	3469.080        	0.156           	77.000          	6.200           	13.951          	-9.882          	0.704           	20.151          	550.200
star_918	0.155           	0.000           	4.000           	0.016           	90.890          	3466.320        	0.155           	77.000          	5.062           	11.391          	-6.250          	0.622           	16.453          	550.800
star_919	0.155           	0.000           	5.000           	0.015           	25.669          	3463.560        	0.155           	77.000          	7.594           	17.086          	-15.625         	0.773           	24.680          	551.400
star_920	0.154           	0.000           	5.000           	0.015           	94.595          	3460.800        	0.154           	77.000          	7.594           	17.086          	-15.625         	0.768           	24.680          	552.000
star_921	0.153           	0.000           	4.000           	0.015           	60.331          	3458.040        	0.153           	77.000          	5.062           	11.391          	-6.250          	0.611           	16.453          	552.600
star_922	0.152           	1.000           	4.500           	0.015           	74.653          	3455.280        	0.152           	77.000          	6.352           	20.371          	-9.730          	27.574          	26.723          	553.200
star_923	0.151           	1.000           	5.000           	0.015           	11.770          	3452.520        	0.151           	77.000          	7.745           	23.544          	-15.474         	31.060          	31.289          	553.800
star_924	0.150           	1.000           	4.000           	0.015           	96.220          	3449.760        	0.150           	77.000          	5.212           	17.888          	-6.100          	24.610          	23.100          	554.400
star_925	0.149           	1.000           	5.000           	0.015           	25.852          	3447.000        	0.149           	77.000          	7.743           	23.622          	-15.476         	31.467          	31.365          	555.000
star_926	0.148           	0.000           	4.000           	0.015           	53.253          	3444.240        	0.148           	77.000          	5.062           	11.391          	-6.250          	0.592           	16.453          	555.600
star_927	0.147           	0.000           	4.000           	0.015           	16.424          	3441.480        	0.147           	77.000          	5.062           	11.391          	-6.250          	0.589           	16.453          	556.200
star_928	0.146           	0.500           	4.000           	0.015           	6.461           	3438.720        	0.146           	77.000          	5.136           	14.719          	-6.177          	26.278          	19.854          	556.800
star_929	0.145           	0.500           	4.500           	0.015           	52.694          	3435.960        	0.145           	77.000          	6.273           	17.299          	-9.809          	29.881          	23.572          	557.400
star_930	0.144           	0.500           	4.000           	0.014           	69.965          	3433.200        	0.144           	77.000          	5.135           	14.760          	-6.178          	26.624          	19.895          	558.000
star_931	0.143           	0.000           	4.500           	0.014           	32.154          	3430.440        	0.143           	77.000          	6.200           	13.951          	-9.882          	0.646           	20.151          	558.600
star_932	0.143           	0.500           	4.000           	0.014           	85.884          	3427.680        	0.143           	77.000          	5.134           	14.802          	-6.179          	26.980          	19.936          	559.200
star_933	0.142           	0.000           	4.500           	0.014           	74.403          	3424.920        	0.142           	77.000          	6.200           	13.951          	-9.882          	0.637           	20.151          	559.800
star_934	0.141           	0.500           	4.500           	0.014           	66.584          	3422.160        	0.141           	77.000          	6.271           	17.406          	-9.812          	30.888          	23.676          	560.400
star_935	0.140           	0.500           	4.500           	0.014           	98.863          	3419.400        	0.140           	77.000          	6.270           	17.428          	-9.812          	31.097          	23.698          	561.000
star_936	0.139           	1.000           	5.000           	0.014           	39.643          	3416.640        	0.139           	77.000          	7.733           	24.085          	-15.486         	33.899          	31.817          	561.600
star_937	0.138           	0.000           	5.000           	0.014           	53.194          	3413.880        	0.138           	77.000          	7.594           	17.086          	-15.625         	0.690           	24.680          	562.200
star_938	0.137           	0.000           	4.000           	0.014           	51.900          	3411.120        	0.137           	77.000          	5.062           	11.391          	-6.250          	0.548           	16.453          	562.800
star_939	0.136           	1.000           	4.000           	0.014           	39.341          	3408.360        	0.136           	77.000          	5.199           	18.527          	-6.114          	27.300          	23.726          	563.400
star_940	0.135           	0.500           	4.500           	0.014           	95.260          	3405.600        	0.135           	77.000          	6.268           	17.543          	-9.815          	32.186          	23.810          	564.000
star_941	0.134           	0.000           	4.000           	0.013           	48.985          	3402.840        	0.134           	77.000          	5.062           	11.391          	-6.250          	0.537           	16.453          	564.600
star_942	0.133           	0.000           	4.000           	0.013           	93.534          	3400.080        	0.133           	77.000          	5.062           	11.391          	-6.250          	0.533           	16.453          	565.200
star_943	0.132           	1.000           	5.000           	0.013           	56.198          	3397.320        	0.132           	77.000          	7.726           	24.415          	-15.493         	35.639          	32.141          	565.800
star_944	0.132           	0.000           	5.000           	0.013           	39.909          	3394.560        	0.132           	77.000          	7.594           	17.086          	-15.625         	0.658           	24.680          	566.400
star_945	0.131           	0.000           	5.000           	0.013           	80.649          	3391.800        	0.131           	77.000          	7.594           	17.086          	-15.625         	0.653           	24.680          	567.000
star_946	0.130           	0.000           	5.000           	0.013           	53.022          	3389.040        	0.130           	77.000          	7.594           	17.086          	-15.625         	0.648           	24.680          	567.600
star_947	0.129           	0.000           	4.500           	0.013           	32.511          	3386.280        	0.129           	77.000          	6.200           	13.951          	-9.882          	0.579           	20.151          	568.200
star_948	0.128           	0.500           	5.000           	0.013           	6.410           	3383.520        	0.128           	77.000          	7.658           	20.878          	-15.561         	37.989          	28.536          	568.800
star_949	0.127           	0.000           	4.500           	0.013           	72.055          	3380.760        	0.127           	77.000          	6.200           	13.951          	-9.882          	0.571           	20.151          	569.400
star_950	0.126           	0.000           	4.500           	0.013           	30.046          	3378.000        	0.126           	77.000          	6.200           	13.951          	-9.882          	0.567           	20.151          	570.000
star_951	0.125           	0.000           	4.000           	0.013           	67.502          	3375.240        	0.125           	77.000          	5.062           	11.391          	-6.250          	0.500           	16.453          	570.600
star_952	0.124           	0.000           	4.500           	0.012           	2.863           	3372.480        	0.124           	77.000          	6.200           	13.951          	-9.882          	0.559           	20.151          	571.200
star_953	0.123           	0.500           	4.000           	0.012           	7.844           	3369.720        	0.123           	77.000          	5.124           	15.320          	-6.188          	31.352          	20.444          	571.800
star_954	0.122           	0.500           	4.500           	0.012           	25.802          	3366.960        	0.122           	77.000          	6.261           	17.909          	-9.821          	35.669          	24.170          	572.400
star_955	0.121           	0.000           	5.000           	0.012           	81.775          	3364.200        	0.121           	77.000          	7.594           	17.086          	-15.625         	0.607           	24.680          	573.000
star_956	0.120           	0.000           	4.500           	0.012           	81.451          	3361.440        	0.120           	77.000          	6.200           	13.951          	-9.882          	0.542           	20.151          	573.600
star_957	0.120           	0.500           	5.000           	0.012           	62.491          	3358.680        	0.120           	77.000          	7.654           	21.133          	-15.565         	40.681          	28.786          	574.200
star_958	0.119           	0.000           	4.000           	0.012           	4.001           	3355.920        	0.119           	77.000          	5.062           	11.391          	-6.250          	0.475           	16.453          	574.800
star_959	0.118           	0.000           	4.500           	0.012           	67.511          	3353.160        	0.118           	77.000          	6.200           	13.951          	-9.882          	0.530           	20.151          	575.400
star_960	0.117           	0.000           	4.000           	0.012           	68.812          	3350.400        	0.117           	77.000          	5.062           	11.391          	-6.250          	0.467           	16.453          	576.000
star_961	0.116           	0.500           	4.000           	0.012           	25.023          	3347.640        	0.116           	77.000          	5.120           	15.561          	-6.192          	33.400          	20.682          	576.600
star_962	0.115           	0.500           	4.000           	0.011           	19.750          	3344.880        	0.115           	77.000          	5.120           	15.594          	-6.193          	33.674          	20.714          	577.200
star_963	0.114           	0.000           	4.000           	0.011           	67.793          	3342.120        	0.114           	77.000          	5.062           	11.391          	-6.250          	0.456           	16.453          	577.800
star_964	0.113           	1.000           	5.000           	0.011           	13.207          	3339.360        	0.113           	77.000          	7.707           	25.624          	-15.512         	42.045          	33.331          	578.400
star_965	0.112           	0.000           	5.000           	0.011           	85.985          	3336.600        	0.112           	77.000          	7.594           	17.086          	-15.625         	0.561           	24.680          	579.000
star_966	0.111           	1.000           	4.000           	0.011           	7.429           	3333.840        	0.111           	77.000          	5.174           	20.065          	-6.139          	33.817          	25.239          	579.600
star_967	0.110           	0.000           	4.000           	0.011           	82.224          	3331.080        	0.110           	77.000          	5.062           	11.391          	-6.250          	0.441           	16.453          	580.200
star_968	0.109           	0.000           	5.000           	0.011           	6.315           	3328.320        	0.109           	77.000          	7.594           	17.086          	-15.625         	0.547           	24.680          	580.800
star_969	0.109           	0.500           	4.000           	0.011           	52.765          	3325.560        	0.109           	77.000          	5.117           	15.834          	-6.196          	35.724          	20.951          	581.400
star_970	0.108           	1.000           	4.500           	0.011           	37.513          	3322.800        	0.108           	77.000          	6.308           	22.911          	-9.775          	39.667          	29.219          	582.000
star_971	0.107           	1.000           	4.000           	0.011           	99.340          	3320.040        	0.107           	77.000          	5.169           	20.426          	-6.143          	35.355          	25.595          	582.600
