//Star_name	data01	data02	data03	data04	data05	data06	data07	data08	data09	data10	
star_735	485.443         	6645.495        	0.543           	0.756           	3675.000        	0.691           	5145.000        	5880.000        	6615.000        	735.000
star_736	447.816         	6031.629        	0.762           	0.780           	3680.000        	0.691           	5152.000        	5888.000        	6624.000        	736.000
star_737	172.056         	5379.807        	0.735           	0.803           	3685.000        	0.691           	5159.000        	5896.000        	6633.000        	737.000
star_738	389.895         	4147.208        	0.640           	0.544           	3690.000        	0.691           	5166.000        	5904.000        	6642.000        	738.000
star_739	216.571         	2295.176        	0.630           	0.549           	3695.000        	0.691           	5173.000        	5912.000        	6651.000        	739.000
star_740	376.663         	1714.697        	0.509           	0.682           	3700.000        	0.691           	5180.000        	5920.000        	6660.000        	740.000
star_741	497.124         	1856.728        	0.540           	0.759           	3705.000        	0.691           	5187.000        	5928.000        	6669.000        	741.000
star_742	450.724         	5409.611        	0.685           	0.643           	3710.000        	0.691           	5194.000        	5936.000        	6678.000        	742.000
star_743	552.091         	2634.491        	0.709           	0.552           	3715.000        	0.691           	5201.000        	5944.000        	6687.000        	743.000
star_744	461.539         	4139.979        	0.778           	0.565           	3720.000        	0.691           	5208.000        	5952.000        	6696.000        	744.000
star_745	489.295         	5758.000        	0.703           	0.519           	3725.000        	0.691           	5215.000        	5960.000        	6705.000        	745.000
star_746	555.355         	5668.635        	0.631           	0.832           	3730.000        	0.691           	5222.000        	5968.000        	6714.000        	746.000
star_747	710.569         	6764.465        	0.712           	0.713           	3735.000        	0.691           	5229.000        	5976.000        	6723.000        	747.000
star_748	548.187         	3683.923        	0.711           	0.531           	3740.000        	0.691           	5236.000        	5984.000        	6732.000        	748.000
star_749	260.807         	3322.081        	0.813           	0.750           	3745.000        	0.691           	5243.000        	5992.000        	6741.000        	749.000
star_750	440.527         	3729.671        	0.704           	0.655           	3750.000        	0.691           	5250.000        	6000.000        	6750.000        	750.000
star_751	621.437         	3116.377        	0.797           	0.567           	3755.000        	0.691           	5257.000        	6008.000        	6759.000        	751.000
star_752	67.609          	2918.017        	0.553           	0.816           	3760.000        	0.691           	5264.000        	6016.000        	6768.000        	752.000
star_753	348.527         	7260.130        	0.797           	0.522           	3765.000        	0.691           	5271.000        	6024.000        	6777.000        	753.000
star_754	422.152         	1954.807        	0.839           	0.523           	3770.000        	0.691           	5278.000        	6032.000        	6786.000        	754.000
star_755	431.426         	2976.169        	0.729           	0.732           	3775.000        	0.691           	5285.000        	6040.000        	6795.000        	755.000
star_756	245.120         	4866.638        	0.703           	0.803           	3780.000        	0.691           	5292.000        	6048.000        	6804.000        	756.000
star_757	721.308         	1204.737        	0.606           	0.643           	3785.000        	0.691           	5299.000        	6056.000        	6813.000        	757.000
star_758	24.666          	1824.777        	0.740           	0.807           	3790.000        	0.691           	5306.000        	6064.000        	6822.000        	758.000
star_759	329.588         	1513.052        	0.812           	0.597           	3795.000        	0.691           	5313.000        	6072.000        	6831.000        	759.000
star_760	59.117          	3651.772        	0.515           	0.776           	3800.000        	0.691           	5320.000        	6080.000        	6840.000        	760.000
star_761	661.258         	5131.013        	0.678           	0.733           	3805.000        	0.691           	5327.000        	6088.000        	6849.000        	761.000
star_762	504.445         	4148.158        	0.725           	0.792           	3810.000        	0.691           	5334.000        	6096.000        	6858.000        	762.000
star_763	149.449         	4407.797        	0.701           	0.727           	3815.000        	0.691           	5341.000        	6104.000        	6867.000        	763.000
star_764	214.818         	1918.276        	0.810           	0.702           	3820.000        	0.691           	5348.000        	6112.000        	6876.000        	764.000
star_765	542.363         	3161.722        	0.819           	0.646           	3825.000        	0.691           	5355.000        	6120.000        	6885.000        	765.000
star_766	566.370         	4037.446        	0.549           	0.826           	3830.000        	0.691           	5362.000        	6128.000        	6894.000        	766.000
star_767	237.541         	2507.357        	0.532           	0.528           	3835.000        	0.691           	5369.000        	6136.000        	6903.000        	767.000
star_768	263.864         	7616.336        	0.552           	0.530           	3840.000        	0.691           	5376.000        	6144.000        	6912.000        	768.000
star_769	699.189         	1225.937        	0.733           	0.631           	3845.000        	0.691           	5383.000        	6152.000        	6921.000        	769.000
star_770	403.943         	6790.546        	0.601           	0.814           	3850.000        	0.691           	5390.000        	6160.000        	6930.000        	770.000
star_771	146.579         	3320.603        	0.521           	0.734           	3855.000        	0.691           	5397.000        	6168.000        	6939.000        	771.000
star_772	281.257         	7239.387        	0.577           	0.714           	3860.000        	0.691           	5404.000        	6176.000        	6948.000        	772.000
star_773	182.055         	2053.395        	0.597           	0.752           	3865.000        	0.691           	5411.000        	6184.000        	6957.000        	773.000
star_774	80.625          	2243.777        	0.559           	0.738           	3870.000        	0.691           	5418.000        	6192.000        	6966.000        	774.000
star_775	525.219         	2698.915        	0.729           	0.509           	3875.000        	0.691           	5425.000        	6200.000        	6975.000        	775.000
star_776	531.543         	3407.035        	0.821           	0.777           	3880.000        	0.691           	5432.000        	6208.000        	6984.000        	776.000
star_777	649.349         	4309.707        	0.836           	0.668           	3885.000        	0.691           	5439.000        	6216.000        	6993.000        	777.000
star_778	124.911         	5714.238        	0.653           	0.595           	3890.000        	0.691           	5446.000        	6224.000        	7002.000        	778.000
star_779	564.679         	7714.243        	0.669           	0.616           	3895.000        	0.691           	5453.000        	6232.000        	7011.000        	779.000
star_780	509.531         	3954.948        	0.642           	0.756           	3900.000        	0.691           	5460.000        	6240.000        	7020.000        	780.000
star_781	454.254         	5396.754        	0.787           	0.741           	3905.000        	0.691           	5467.000        	6248.000        	7029.000        	781.000
star_782	101.078         	2506.109        	0.749           	0.805           	3910.000        	0.691           	5474.000        	6256.000        	7038.000        	782.000
star_783	267.434         	1231.653        	0.754           	0.591           	3915.000        	0.691           	5481.000        	6264.000        	7047.000        	783.000
star_784	58.631          	1586.788        	0.615           	0.659           	3920.000        	0.691           	5488.000        	6272.000        	7056.000        	784.000
star_785	239.226         	1474.163        	0.684           	0.779           	3925.000        	0.691           	5495.000        	6280.000        	7065.000        	785.000
star_786	733.837         	4352.073        	0.765           	0.518           	3930.000        	0.691           	5502.000        	6288.000        	7074.000        	786.000
star_787	384.412         	3099.871        	0.809           	0.561           	3935.000        	0.691           	5509.000        	6296.000        	7083.000        	787.000
star_788	378.400         	7348.959        	0.698           	0.789           	3940.000        	0.691           	5516.000        	6304.000        	7092.000        	788.000
star_789	567.557         	7280.658        	0.730           	0.810           	3945.000        	0.691           	5523.000        	6312.000        	7101.000        	789.000
star_790	206.925         	5016.605        	0.763           	0.811           	3950.000        	0.691           	5530.000        	6320.000        	7110.000        	790.000
star_791	307.675         	5512.326        	0.591           	0.825           	3955.000        	0.691           	5537.000        	6328.000        	7119.000        	791.000
star_792	418.949         	3275.717        	0.810           	0.784           	3960.000        	0.691           	5544.000        	6336.000        	7128.000        	792.000
star_793	20.620          	4052.039        	0.695           	0.825           	3965.000        	0.691           	5551.000        	6344.000        	7137.000        	793.000
star_794	612.930         	1590.488        	0.793           	0.829           	3970.000        	0.691           	5558.000        	6352.000        	7146.000        	794.000
star_795	733.508         	2125.315        	0.551           	0.821           	3975.000        	0.691           	5565.000        	6360.000        	7155.000        	795.000
star_796	713.756         	6731.347        	0.699           	0.557           	3980.000        	0.691           	5572.000        	6368.000        	7164.000        	796.000
star_797	440.441         	3840.267        	0.675           	0.767           	3985.000        	0.691           	5579.000        	6376.000        	7173.000        	797.000
star_798	504.715         	4463.183        	0.580           	0.526           	3990.000        	0.691           	5586.000        	6384.000        	7182.000        	798.000
star_799	669.294         	7664.899        	0.517           	0.625           	3995.000        	0.691           	5593.000        	6392.000        	7191.000        	799.000
star_800	546.014         	5504.941        	0.779           	0.736           	4000.000        	0.691           	5600.000        	6400.000        	7200.000        	800.000
star_801	635.628         	5198.544        	0.836           	0.674           	4005.000        	0.691           	5607.000        	6408.000        	7209.000        	801.000
star_802	183.291         	1094.986        	0.592           	0.798           	4010.000        	0.691           	5614.000        	6416.000        	7218.000        	802.000
star_803	71.532          	5852.051        	0.816           	0.790           	4015.000        	0.691           	5621.000        	6424.000        	7227.000        	803.000
star_804	575.188         	6864.416        	0.531           	0.784           	4020.000        	0.691           	5628.000        	6432.000        	7236.000        	804.000
star_805	520.167         	2276.973        	0.551           	0.534           	4025.000        	0.691           	5635.000        	6440.000        	7245.000        	805.000
star_806	631.282         	7393.928        	0.556           	0.757           	4030.000        	0.691           	5642.000        	6448.000        	7254.000        	806.000
star_807	599.263         	6063.631        	0.673           	0.828           	4035.000        	0.691           	5649.000        	6456.000        	7263.000        	807.000
star_808	707.484         	2075.121        	0.821           	0.622           	4040.000        	0.691           	5656.000        	6464.000        	7272.000        	808.000
star_809	406.143         	2609.372        	0.608           	0.750           	4045.000        	0.691           	5663.000        	6472.000        	7281.000        	809.000
star_810	761.253         	8067.676        	0.802           	0.667           	4050.000        	0.691           	5670.000        	6480.000        	7290.000        	810.000
star_811	176.773         	2098.735        	0.517           	0.815           	4055.000        	0.691           	5677.000        	6488.000        	7299.000        	811.000
star_812	54.481          	5578.825        	0.585           	0.747           	4060.000        	0.691           	5684.000        	6496.000        	7308.000        	812.000
star_813	268.354         	3125.705        	0.757           	0.580           	4065.000        	0.691           	5691.000        	6504.000        	7317.000        	813.000
star_814	317.069         	7054.247        	0.784           	0.740           	4070.000        	0.691           	5698.000        	6512.000        	7326.000        	814.000
star_815	528.354         	1103.996        	0.758           	0.831           	4075.000        	0.691           	5705.000        	6520.000        	7335.000        	815.000
star_816	563.594         	4523.830        	0.760           	0.691           	4080.000        	0.691           	5712.000        	6528.000        	7344.000        	816.000
star_817	234.574         	7929.327        	0.501           	0.758           	4085.000        	0.691           	5719.000        	6536.000        	7353.000        	817.000
star_818	732.974         	5453.820        	0.549           	0.757           	4090.000        	0.691           	5726.000        	6544.000        	7362.000        	818.000
star_819	123.406         	5053.271        	0.573           	0.605           	4095.000        	0.691           	5733.000        	6552.000        	7371.000        	819.000
star_820	481.234         	7705.631        	0.518           	0.665           	4100.000        	0.691           	5740.000        	6560.000        	7380.000        	820.000
star_821	770.260         	7426.111        	0.640           	0.681           	4105.000        	0.691           	5747.000        	6568.000        	7389.000        	821.000
star_822	365.768         	6494.136        	0.551           	0.788           	4110.000        	0.691           	5754.000        	6576.000        	7398.000        	822.000
star_823	171.013         	1625.860        	0.587           	0.677           	4115.000        	0.691           	5761.000        	6584.000        	7407.000        	823.000
star_824	8.036           	4509.567        	0.767           	0.817           	4120.000        	0.691           	5768.000        	6592.000        	7416.000        	824.000
star_825	493.887         	6009.148        	0.764           	0.504           	4125.000        	0.691           	5775.000        	6600.000        	7425.000        	825.000
star_826	820.346         	6524.424        	0.756           	0.778           	4130.000        	0.691           	5782.000        	6608.000        	7434.000        	826.000
star_827	626.201         	4789.589        	0.754           	0.554           	4135.000        	0.691           	5789.000        	6616.000        	7443.000        	827.000
star_828	304.029         	5845.030        	0.823           	0.838           	4140.000        	0.691           	5796.000        	6624.000        	7452.000        	828.000
star_829	581.522         	7815.722        	0.745           	0.658           	4145.000        	0.691           	5803.000        	6632.000        	7461.000        	829.000
star_830	60.838          	4380.578        	0.570           	0.788           	4150.000        	0.691           	5810.000        	6640.000        	7470.000        	830.000
star_831	56.058          	5308.281        	0.582           	0.799           	4155.000        	0.691           	5817.000        	6648.000        	7479.000        	831.000
star_832	256.043         	3927.598        	0.521           	0.734           	4160.000        	0.691           	5824.000        	6656.000        	7488.000        	832.000
star_833	630.996         	7270.116        	0.698           	0.677           	4165.000        	0.691           	5831.000        	6664.000        	7497.000        	833.000
star_834	182.576         	1852.874        	0.835           	0.724           	4170.000        	0.691           	5838.000        	6672.000        	7506.000        	834.000
star_835	362.239         	7160.372        	0.521           	0.517           	4175.000        	0.691           	5845.000        	6680.000        	7515.000        	835.000
star_836	761.794         	6433.136        	0.598           	0.816           	4180.000        	0.691           	5852.000        	6688.000        	7524.000        	836.000
star_837	552.223         	4824.946        	0.646           	0.840           	4185.000        	0.691           	5859.000        	6696.000        	7533.000        	837.000
star_838	220.018         	6170.922        	0.536           	0.835           	4190.000        	0.691           	5866.000        	6704.000        	7542.000        	838.000
star_839	51.096          	8314.965        	0.633           	0.736           	4195.000        	0.691           	5873.000        	6712.000        	7551.000        	839.000
star_840	100.079         	2538.640        	0.647           	0.566           	4200.000        	0.691           	5880.000        	6720.000        	7560.000        	840.000
star_841	570.987         	1252.718        	0.558           	0.773           	4205.000        	0.691           	5887.000        	6728.000        	7569.000        	841.000
star_842	432.986         	3000.475        	0.822           	0.754           	4210.000        	0.691           	5894.000        	6736.000        	7578.000        	842.000
star_843	521.307         	7821.916        	0.656           	0.690           	4215.000        	0.691           	5901.000        	6744.000        	7587.000        	843.000
star_844	378.929         	5751.103        	0.504           	0.693           	4220.000        	0.691           	5908.000        	6752.000        	7596.000        	844.000
star_845	206.622         	5236.724        	0.816           	0.779           	4225.000        	0.691           	5915.000        	6760.000        	7605.000        	845.000
star_846	574.981         	5044.548        	0.821           	0.632           	4230.000        	0.691           	5922.000        	6768.000        	7614.000        	846.000
star_847	95.375          	7775.680        	0.635           	0.827           	4235.000        	0.691           	5929.000        	6776.000        	7623.000        	847.000
star_848	246.851         	1519.270        	0.725           	0.816           	4240.000        	0.691           	5936.000        	6784.000        	7632.000        	848.000
star_849	682.717         	6808.734        	0.518           	0.709           	4245.000        	0.691           	5943.000        	6792.000        	7641.000        	849.000
star_850	257.286         	3091.498        	0.620           	0.670           	4250.000        	0.691           	5950.000        	6800.000        	7650.000        	850.000
star_851	32.468          	7061.154        	0.731           	0.685           	4255.000        	0.691           	5957.000        	6808.000        	7659.000        	851.000
star_852	494.220         	6032.036        	0.774           	0.749           	4260.000        	0.691           	5964.000        	6816.000        	7668.000        	852.000
star_853	179.670         	1696.057        	0.612           	0.623           	4265.000        	0.691           	5971.000        	6824.000        	7677.000        	853.000
star_854	659.661         	6853.013        	0.578           	0.751           	4270.000        	0.691           	5978.000        	6832.000        	7686.000        	854.000
star_855	420.370         	6092.646        	0.567           	0.556           	4275.000        	0.691           	5985.000        	6840.000        	7695.000        	855.000
star_856	74.768          	7029.958        	0.637           	0.763           	4280.000        	0.691           	5992.000        	6848.000        	7704.000        	856.000
star_857	331.633         	7998.763        	0.781           	0.804           	4285.000        	0.691           	5999.000        	6856.000        	7713.000        	857.000
star_858	325.611         	4125.799        	0.700           	0.787           	4290.000        	0.691           	6006.000        	6864.000        	7722.000        	858.000
star_859	848.281         	3598.090        	0.669           	0.827           	4295.000        	0.691           	6013.000        	6872.000        	7731.000        	859.000
star_860	458.186         	8484.607        	0.722           	0.501           	4300.000        	0.691           	6020.000        	6880.000        	7740.000        	860.000
star_861	638.335         	7323.249        	0.560           	0.748           	4305.000        	0.691           	6027.000        	6888.000        	7749.000        	861.000
star_862	274.426         	2925.134        	0.777           	0.572           	4310.000        	0.691           	6034.000        	6896.000        	7758.000        	862.000
star_863	445.239         	5783.242        	0.613           	0.841           	4315.000        	0.691           	6041.000        	6904.000        	7767.000        	863.000
star_864	523.734         	6415.980        	0.814           	0.652           	4320.000        	0.691           	6048.000        	6912.000        	7776.000        	864.000
star_865	308.247         	1979.490        	0.827           	0.613           	4325.000        	0.691           	6055.000        	6920.000        	7785.000        	865.000
star_866	276.242         	7899.008        	0.555           	0.754           	4330.000        	0.691           	6062.000        	6928.000        	7794.000        	866.000
star_867	567.062         	7231.765        	0.722           	0.763           	4335.000        	0.691           	6069.000        	6936.000        	7803.000        	867.000
star_868	265.398         	4870.733        	0.780           	0.568           	4340.000        	0.691           	6076.000        	6944.000        	7812.000        	868.000
star_869	232.157         	5165.673        	0.808           	0.632           	4345.000        	0.691           	6083.000        	6952.000        	7821.000        	869.000
star_870	148.606         	7608.011        	0.534           	0.557           	4350.000        	0.691           	6090.000        	6960.000        	7830.000        	870.000
star_871	206.881         	8472.981        	0.658           	0.596           	4355.000        	0.691           	6097.000        	6968.000        	7839.000        	871.000
star_872	459.565         	5530.551        	0.623           	0.554           	4360.000        	0.691           	6104.000        	6976.000        	7848.000        	872.000
star_873	753.335         	964.180         	0.592           	0.794           	4365.000        	0.691           	6111.000        	6984.000        	7857.000        	873.000
star_874	506.378         	1358.873        	0.548           	0.611           	4370.000        	0.691           	6118.000        	6992.000        	7866.000        	874.000
star_875	635.660         	6145.293        	0.585           	0.787           	4375.000        	0.691           	6125.000        	7000.000        	7875.000        	875.000
star_876	691.157         	5651.529        	0.784           	0.572           	4380.000        	0.691           	6132.000        	7008.000        	7884.000        	876.000
star_877	558.085         	3739.015        	0.774           	0.692           	4385.000        	0.691           	6139.000        	7016.000        	7893.000        	877.000
star_878	427.136         	5195.493        	0.753           	0.686           	4390.000        	0.691           	6146.000        	7024.000        	7902.000        	878.000
star_879	36.344          	7611.596        	0.817           	0.510           	4395.000        	0.691           	6153.000        	7032.000        	7911.000        	879.000
star_880	310.445         	5373.656        	0.689           	0.661           	4400.000        	0.691           	6160.000        	7040.000        	7920.000        	880.000
star_881	104.173         	6540.527        	0.820           	0.552           	4405.000        	0.691           	6167.000        	7048.000        	7929.000        	881.000
star_882	132.860         	3821.051        	0.560           	0.522           	4410.000        	0.691           	6174.000        	7056.000        	7938.000        	882.000
star_883	577.791         	7891.624        	0.682           	0.835           	4415.000        	0.691           	6181.000        	7064.000        	7947.000        	883.000
star_884	375.630         	6348.932        	0.834           	0.694           	4420.000        	0.691           	6188.000        	7072.000        	7956.000        	884.000
star_885	518.288         	7077.952        	0.759           	0.761           	4425.000        	0.691           	6195.000        	7080.000        	7965.000        	885.000
star_886	254.297         	7179.632        	0.743           	0.699           	4430.000        	0.691           	6202.000        	7088.000        	7974.000        	886.000
star_887	570.976         	8450.841        	0.591           	0.555           	4435.000        	0.691           	6209.000        	7096.000        	7983.000        	887.000
star_888	246.707         	2577.981        	0.561           	0.600           	4440.000        	0.691           	6216.000        	7104.000        	7992.000        	888.000
star_889	333.384         	1355.916        	0.803           	0.516           	4445.000        	0.691           	6223.000        	7112.000        	8001.000        	889.000
star_890	397.901         	2359.866        	0.610           	0.827           	4450.000        	0.691           	6230.000        	7120.000        	8010.000        	890.000
star_891	668.805         	8384.503        	0.591           	0.558           	4455.000        	0.691           	6237.000        	7128.000        	8019.000        	891.000
star_892	11.994          	1766.112        	0.752           	0.835           	4460.000        	0.691           	6244.000        	7136.000        	8028.000        	892.000
star_893	69.260          	5523.485        	0.531           	0.571           	4465.000        	0.691           	6251.000        	7144.000        	8037.000        	893.000
star_894	726.196         	1594.466        	0.630           	0.789           	4470.000        	0.691           	6258.000        	7152.000        	8046.000        	894.000
star_895	590.454         	1518.023        	0.694           	0.555           	4475.000        	0.691           	6265.000        	7160.000        	8055.000        	895.000
star_896	162.073         	6521.693        	0.747           	0.834           	4480.000        	0.691           	6272.000        	7168.000        	8064.000        	896.000
star_897	141.880         	4581.412        	0.718           	0.742           	4485.000        	0.691           	6279.000        	7176.000        	8073.000        	897.000
star_898	766.252         	986.056         	0.822           	0.835           	4490.000        	0.691           	6286.000        	7184.000        	8082.000        	898.000
star_899	471.884         	5266.378        	0.630           	0.750           	4495.000        	0.691           	6293.000        	7192.000        	8091.000        	899.000
star_900	315.828         	5368.514        	0.556           	0.798           	4500.000        	0.691           	6300.000        	7200.000        	8100.000        	900.000
star_901	450.237         	3872.785        	0.682           	0.570           	4505.000        	0.691           	6307.000        	7208.000        	8109.000        	901.000
star_902	825.726         	7932.714        	0.793           	0.762           	4510.000        	0.691           	6314.000        	7216.000        	8118.000        	902.000
star_903	200.088         	6785.434        	0.808           	0.778           	4515.000        	0.691           	6321.000        	7224.000        	8127.000        	903.000
star_904	458.277         	8956.722        	0.825           	0.596           	4520.000        	0.691           	6328.000        	7232.000        	8136.000        	904.000
star_905	106.253         	1635.419        	0.788           	0.540           	4525.000        	0.691           	6335.000        	7240.000        	8145.000        	905.000
star_906	405.931         	4398.823        	0.744           	0.537           	4530.000        	0.691           	6342.000        	7248.000        	8154.000        	906.000
star_907	779.498         	7714.000        	0.837           	0.535           	4535.000        	0.691           	6349.000        	7256.000        	8163.000        	907.000
star_908	841.005         	4766.622        	0.799           	0.667           	4540.000        	0.691           	6356.000        	7264.000        	8172.000        	908.000
star_909	63.842          	3417.220        	0.648           	0.652           	4545.000        	0.691           	6363.000        	7272.000        	8181.000        	909.000
star_910	267.947         	4918.337        	0.743           	0.616           	4550.000        	0.691           	6370.000        	7280.000        	8190.000        	910.000
star_911	457.029         	8632.783        	0.667           	0.830           	4555.000        	0.691           	6377.000        	7288.000        	8199.000        	911.000
star_912	115.544         	1650.496        	0.669           	0.652           	4560.000        	0.691           	6384.000        	7296.000        	8208.000        	912.000
star_913	362.712         	7446.441        	0.564           	0.836           	4565.000        	0.691           	6391.000        	7304.000        	8217.000        	913.000
star_914	752.928         	7614.963        	0.785           	0.680           	4570.000        	0.691           	6398.000        	7312.000        	8226.000        	914.000
star_915	66.668          	4203.510        	0.761           	0.607           	4575.000        	0.691           	6405.000        	7320.000        	8235.000        	915.000
star_916	371.179         	8976.472        	0.722           	0.662           	4580.000        	0.691           	6412.000        	7328.000        	8244.000        	916.000
star_917	715.152         	4173.805        	0.614           	0.619           	4585.000        	0.691           	6419.000        	7336.000        	8253.000        	917.000
star_918	168.012         	2198.633        	0.624           	0.514           	4590.000        	0.691           	6426.000        	7344.000        	8262.000        	918.000
star_919	830.041         	7448.917        	0.653           	0.814           	4595.000        	0.691           	6433.000        	7352.000        	8271.000        	919.000
star_920	130.958         	7911.743        	0.774           	0.633           	4600.000        	0.691           	6440.000        	7360.000        	8280.000        	920.000
star_921	205.480         	3217.411        	0.618           	0.567           	4605.000        	0.691           	6447.000        	7368.000        	8289.000        	921.000
star_922	741.928         	3431.781        	0.571           	0.546           	4610.000        	0.691           	6454.000        	7376.000        	8298.000        	922.000
star_923	730.351         	2026.249        	0.603           	0.781           	4615.000        	0.691           	6461.000        	7384.000        	8307.000        	923.000
star_924	729.441         	2874.622        	0.801           	0.757           	4620.000        	0.691           	6468.000        	7392.000        	8316.000        	924.000
star_925	670.150         	4444.170        	0.598           	0.506           	4625.000        	0.691           	6475.000        	7400.000        	8325.000        	925.000
star_926	236.299         	3417.088        	0.653           	0.782           	4630.000        	0.691           	6482.000        	7408.000        	8334.000        	926.000
star_927	54.440          	1799.816        	0.564           	0.541           	4635.000        	0.691           	6489.000        	7416.000        	8343.000        	927.000
star_928	510.457         	7375.685        	0.548           	0.556           	4640.000        	0.691           	6496.000        	7424.000        	8352.000        	928.000
star_929	822.555         	1070.715        	0.670           	0.725           	4645.000        	0.691           	6503.000        	7432.000        	8361.000        	929.000
star_930	562.582         	7198.634        	0.800           	0.520           	4650.000        	0.691           	6510.000        	7440.000        	8370.000        	930.000
star_931	292.694         	7186.549        	0.763           	0.660           	4655.000        	0.691           	6517.000        	7448.000        	8379.000        	931.000
star_932	120.383         	8622.916        	0.657           	0.744           	4660.000        	0.691           	6524.000        	7456.000        	8388.000        	932.000
star_933	567.492         	7409.687        	0.667           	0.836           	4665.000        	0.691           	6531.000        	7464.000        	8397.000        	933.000
star_934	640.964         	1845.945        	0.828           	0.714           	4670.000        	0.691           	6538.000        	7472.000        	8406.000        	934.000
star_935	7.544           	4315.078        	0.681           	0.684           	4675.000        	0.691           	6545.000        	7480.000        	8415.000        	935.000
star_936	520.625         	3787.121        	0.540           	0.616           	4680.000        	0.691           	6552.000        	7488.000        	8424.000        	936.000
star_937	318.635         	7597.876        	0.782           	0.512           	4685.000        	0.691           	6559.000        	7496.000        	8433.000        	937.000
star_938	765.895         	1738.482        	0.679           	0.812           	4690.000        	0.691           	6566.000        	7504.000        	8442.000        	938.000
star_939	346.290         	8557.782        	0.705           	0.657           	4695.000        	0.691           	6573.000        	7512.000        	8451.000        	939.000
star_940	813.597         	2096.609        	0.746           	0.594           	4700.000        	0.691           	6580.000        	7520.000        	8460.000        	940.000
star_941	377.877         	6307.291        	0.634           	0.630           	4705.000        	0.691           	6587.000        	7528.000        	8469.000        	941.000
star_942	478.522         	1977.902        	0.558           	0.721           	4710.000        	0.691           	6594.000        	7536.000        	8478.000        	942.000
star_943	392.503         	2190.082        	0.748           	0.797           	4715.000        	0.691           	6601.000        	7544.000        	8487.000        	943.000
star_944	469.784         	1769.372        	0.584           	0.522           	4720.000        	0.691           	6608.000        	7552.000        	8496.000        	944.000
star_945	129.630         	6406.756        	0.539           	0.824           	4725.000        	0.691           	6615.000        	7560.000        	8505.000        	945.000
star_946	735.058         	7877.625        	0.685           	0.566           	4730.000        	0.691           	6622.000        	7568.000        	8514.000        	946.000
star_947	507.416         	6685.629        	0.586           	0.828           	4735.000        	0.691           	6629.000        	7576.000        	8523.000        	947.000
star_948	658.760         	2760.662        	0.685           	0.750           	4740.000        	0.691           	6636.000        	7584.000        	8532.000        	948.000
star_949	21.694          	1638.712        	0.775           	0.582           	4745.000        	0.691           	6643.000        	7592.000        	8541.000        	949.000
star_950	673.059         	1344.786        	0.747           	0.826           	4750.000        	0.691           	6650.000        	7600.000        	8550.000        	950.000
star_951	0.299           	6778.584        	0.783           	0.534           	4755.000        	0.691           	6657.000        	7608.000        	8559.000        	951.000
star_952	235.122         	3265.061        	0.764           	0.665           	4760.000        	0.691           	6664.000        	7616.000        	8568.000        	952.000
star_953	926.411         	9246.234        	0.542           	0.528           	4765.000        	0.691           	6671.000        	7624.000        	8577.000        	953.000
star_954	364.070         	4032.587        	0.725           	0.792           	4770.000        	0.691           	6678.000        	7632.000        	8586.000        	954.000
star_955	537.995         	7447.268        	0.501           	0.505           	4775.000        	0.691           	6685.000        	7640.000        	8595.000        	955.000
star_956	618.668         	7134.138        	0.758           	0.581           	4780.000        	0.691           	6692.000        	7648.000        	8604.000        	956.000
star_957	487.955         	2577.068        	0.615           	0.784           	4785.000        	0.691           	6699.000        	7656.000        	8613.000        	957.000
star_958	345.151         	6019.564        	0.518           	0.749           	4790.000        	0.691           	6706.000        	7664.000        	8622.000        	958.000
star_959	14.793          	4324.325        	0.654           	0.744           	4795.000        	0.691           	6713.000        	7672.000        	8631.000        	959.000
star_960	91.433          	6426.764        	0.616           	0.584           	4800.000        	0.691           	6720.000        	7680.000        	8640.000        	960.000
star_961	246.893         	5057.892        	0.786           	0.563           	4805.000        	0.691           	6727.000        	7688.000        	8649.000        	961.000
star_962	788.816         	5849.412        	0.837           	0.748           	4810.000        	0.691           	6734.000        	7696.000        	8658.000        	962.000
star_963	422.726         	5958.530        	0.702           	0.677           	4815.000        	0.691           	6741.000        	7704.000        	8667.000        	963.000
star_964	412.580         	8867.683        	0.607           	0.793           	4820.000        	0.691           	6748.000        	7712.000        	8676.000        	964.000
star_965	220.898         	7131.003        	0.716           	0.663           	4825.000        	0.691           	6755.000        	7720.000        	8685.000        	965.000
star_966	863.171         	2809.162        	0.735           	0.638           	4830.000        	0.691           	6762.000        	7728.000        	8694.000        	966.000
star_967	885.779         	7063.945        	0.763           	0.750           	4835.000        	0.691           	6769.000        	7736.000        	8703.000        	967.000
star_968	680.719         	8442.901        	0.672           	0.682           	4840.000        	0.691           	6776.000        	7744.000        	8712.000        	968.000
star_969	69.711          	6808.721        	0.681           	0.550           	4845.000        	0.691           	6783.000        	7752.000        	8721.000        	969.000
star_970	60.220          	6138.558        	0.706           	0.822           	4850.000        	0.691           	6790.000        	7760.000        	8730.000        	970.000
star_971	941.563         	8110.416        	0.533           	0.762           	4855.000        	0.691           	6797.000        	7768.000        	8739.000        	971.000
star_972	320.133         	7556.729        	0.658           	0.796           	4860.000        	0.691           	6804.000        	7776.000        	8748.000        	972.000
star_973	876.150         	3389.459        	0.538           	0.793           	4865.000        	0.691           	6811.000        	7784.000        	8757.000        	973.000
star_974	187.785         	9132.177        	0.813           	0.667           	4870.000        	0.691           	6818.000        	7792.000        	8766.000        	974.000
